route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,trip_type
356,000070,88____:046::8894508:8833001:14:1255:20241122,Louvain,2782,,13559,,1
356,000018,88____:046::8894508:8833001:14:1255:20241129,Louvain,2782,,13560,,1
358,000427,88____:046::8894508:8822004:6:1320:20241214,Malines,2783,,13561,,1
356,000429,88____:046::8894508:8833001:14:1353:20241213,Louvain,2783,,13562,,1
357,000430,88____:046::8894508:8822608:5:1307:20241208,Willebroek,2783,,13563,,1
356,000012,88____:046::8894508:8833001:14:1354:20241025,Louvain,2783,,13564,,1
356,000023,88____:046::8894508:8833001:14:1355:20241115,Louvain,2783,,13565,,1
356,000018,88____:046::8894508:8833001:14:1355:20241129,Louvain,2783,,13566,,1
356,000070,88____:046::8894508:8833001:14:1355:20241122,Louvain,2783,,13567,,1
358,000427,88____:046::8894508:8822004:6:1420:20241214,Malines,2784,,13568,,1
356,000429,88____:046::8894508:8833001:14:1453:20241213,Louvain,2784,,13569,,1
357,000430,88____:046::8894508:8822608:5:1407:20241208,Willebroek,2784,,13570,,1
356,000012,88____:046::8894508:8833001:14:1454:20241025,Louvain,2784,,13571,,1
356,000023,88____:046::8894508:8833001:14:1455:20241115,Louvain,2784,,13572,,1
356,000018,88____:046::8894508:8833001:14:1455:20241129,Louvain,2784,,13573,,1
356,000070,88____:046::8894508:8833001:14:1455:20241122,Louvain,2784,,13574,,1
358,000427,88____:046::8894508:8822004:6:1520:20241214,Malines,2785,,13575,,1
356,000429,88____:046::8894508:8833001:14:1553:20241213,Louvain,2785,,13576,,1
357,000430,88____:046::8894508:8822608:5:1507:20241208,Willebroek,2785,,13577,,1
356,000012,88____:046::8894508:8833001:14:1554:20241025,Louvain,2785,,13578,,1
356,000023,88____:046::8894508:8833001:14:1555:20241115,Louvain,2785,,13579,,1
356,000018,88____:046::8894508:8833001:14:1555:20241129,Louvain,2785,,13580,,1
356,000070,88____:046::8894508:8833001:14:1555:20241122,Louvain,2785,,13581,,1
356,000429,88____:046::8894508:8833001:14:1653:20241213,Louvain,2786,,13582,,1
358,000427,88____:046::8894508:8822004:6:1620:20241214,Malines,2786,,13583,,1
357,000428,88____:046::8894508:8822608:5:1607:20241208,Willebroek,2786,,13584,,1
356,000012,88____:046::8894508:8833001:14:1654:20241025,Louvain,2786,,13585,,1
357,000013,88____:046::8894508:8822608:5:1606:20241031,Willebroek,2786,,13586,,1
356,000023,88____:046::8894508:8833001:14:1655:20241115,Louvain,2786,,13587,,1
356,000018,88____:046::8894508:8833001:14:1655:20241129,Louvain,2786,,13588,,1
356,000070,88____:046::8894508:8833001:14:1655:20241122,Louvain,2786,,13589,,1
358,000427,88____:046::8894508:8822004:6:1720:20241214,Malines,2787,,13590,,1
356,000429,88____:046::8894508:8833001:14:1753:20241213,Louvain,2787,,13591,,1
357,000428,88____:046::8894508:8822608:5:1707:20241208,Willebroek,2787,,13592,,1
356,000012,88____:046::8894508:8833001:14:1754:20241025,Louvain,2787,,13593,,1
357,000013,88____:046::8894508:8822608:5:1706:20241031,Willebroek,2787,,13594,,1
356,000023,88____:046::8894508:8833001:14:1755:20241115,Louvain,2787,,13595,,1
356,000070,88____:046::8894508:8833001:14:1755:20241122,Louvain,2787,,13596,,1
356,000018,88____:046::8894508:8833001:14:1755:20241129,Louvain,2787,,13597,,1
358,000427,88____:046::8894508:8822004:6:1820:20241214,Malines,2788,,13598,,1
356,000429,88____:046::8894508:8833001:14:1853:20241213,Louvain,2788,,13599,,1
357,000428,88____:046::8894508:8822608:5:1807:20241208,Willebroek,2788,,13600,,1
356,000012,88____:046::8894508:8833001:14:1854:20241025,Louvain,2788,,13601,,1
357,000013,88____:046::8894508:8822608:5:1806:20241031,Willebroek,2788,,13602,,1
356,000023,88____:046::8894508:8833001:14:1855:20241115,Louvain,2788,,13603,,1
356,000018,88____:046::8894508:8833001:14:1855:20241129,Louvain,2788,,13604,,1
356,000070,88____:046::8894508:8833001:14:1855:20241122,Louvain,2788,,13605,,1
358,000427,88____:046::8894508:8822004:6:1920:20241214,Malines,2789,,13606,,1
356,000429,88____:046::8894508:8833001:14:1953:20241213,Louvain,2789,,13607,,1
357,000430,88____:046::8894508:8822608:5:1907:20241208,Willebroek,2789,,13608,,1
356,000012,88____:046::8894508:8833001:14:1954:20241025,Louvain,2789,,13609,,1
356,000023,88____:046::8894508:8833001:14:1955:20241115,Louvain,2789,,13610,,1
356,000070,88____:046::8894508:8833001:14:1955:20241122,Louvain,2789,,13611,,1
356,000018,88____:046::8894508:8833001:14:1955:20241129,Louvain,2789,,13612,,1
356,000429,88____:046::8894508:8833001:14:2053:20241213,Louvain,2790,,13613,,1
358,000427,88____:046::8894508:8822004:6:2020:20241214,Malines,2790,,13614,,1
357,000430,88____:046::8894508:8822608:5:2007:20241208,Willebroek,2790,,13615,,1
356,000012,88____:046::8894508:8833001:14:2054:20241025,Louvain,2790,,13616,,1
356,000023,88____:046::8894508:8833001:14:2055:20241115,Louvain,2790,,13617,,1
356,000431,88____:046::8894508:8833001:14:2055:20241129,Louvain,2790,,13618,,1
358,000427,88____:046::8894508:8822004:6:2120:20241214,Malines,2791,,13619,,1
356,000429,88____:046::8894508:8833001:14:2153:20241213,Louvain,2791,,13620,,1
357,000430,88____:046::8894508:8822608:5:2107:20241208,Willebroek,2791,,13621,,1
356,000012,88____:046::8894508:8833001:14:2154:20241025,Louvain,2791,,13622,,1
356,000023,88____:046::8894508:8833001:14:2155:20241115,Louvain,2791,,13623,,1
356,000070,88____:046::8894508:8833001:14:2155:20241122,Louvain,2791,,13624,,1
356,000018,88____:046::8894508:8833001:14:2155:20241129,Louvain,2791,,13625,,1
358,000427,88____:046::8894508:8822004:6:2220:20241214,Malines,2792,,13626,,1
356,000429,88____:046::8894508:8833001:14:2253:20241213,Louvain,2792,,13627,,1
357,000430,88____:046::8894508:8822608:5:2207:20241208,Willebroek,2792,,13628,,1
356,000012,88____:046::8894508:8833001:14:2254:20241025,Louvain,2792,,13629,,1
356,000023,88____:046::8894508:8833001:14:2255:20241115,Louvain,2792,,13630,,1
356,000431,88____:046::8894508:8833001:14:2255:20241129,Louvain,2792,,13631,,1
358,000427,88____:046::8894508:8822004:6:2320:20241214,Malines,2793,,13632,,1
357,000428,88____:046::8894508:8822608:5:2307:20241208,Willebroek,2793,,13633,,1
269,000432,88____:007::8814001:8819406:7:458:20241209,Brussels Airport-Zaventem,2803,,13634,,1
269,000204,88____:007::8814001:8819406:10:458:20241025,Brussels Airport-Zaventem,2803,,13635,,1
269,000433,88____:007::8814001:8819406:7:458:20241122,Brussels Airport-Zaventem,2803,,13636,,1
269,000434,88____:007::8814001:8819406:10:458:20241213,Brussels Airport-Zaventem,2803,,13637,,1
269,000413,88____:007::8814001:8819406:7:604:20241214,Brussels Airport-Zaventem,2804,,13638,,1
359,000134,88____:007::8891009:8819406:17:600:20241213,Brussels Airport-Zaventem,2804,,13639,,1
359,000013,88____:007::8891009:8819406:17:600:20241031,Brussels Airport-Zaventem,2804,,13640,,1
269,000005,88____:007::8814001:8819406:7:605:20241201,Brussels Airport-Zaventem,2804,,13641,,1
360,000128,88____:007::8891660:8819406:21:658:20241213,Brussels Airport-Zaventem,2805,,13642,,1
269,000413,88____:007::8814001:8819406:7:704:20241214,Brussels Airport-Zaventem,2805,,13643,,1
269,000005,88____:007::8814001:8819406:7:705:20241201,Brussels Airport-Zaventem,2805,,13644,,1
360,000128,88____:007::8891660:8819406:21:759:20241213,Brussels Airport-Zaventem,2806,,13645,,1
361,000435,88____:007::8892007:8819406:8:804:20241214,Brussels Airport-Zaventem,2806,,13646,,1
361,000005,88____:007::8892007:8819406:8:805:20241201,Brussels Airport-Zaventem,2806,,13647,,1
269,000020,88____:007::8814001:8819406:7:804:20241208,Brussels Airport-Zaventem,2806,,13648,,1
360,000171,88____:007::8891660:8819406:21:904:20241214,Brussels Airport-Zaventem,2807,,13649,,1
360,000128,88____:007::8891660:8819406:21:858:20241213,Brussels Airport-Zaventem,2807,,13650,,1
360,000005,88____:007::8891660:8819406:21:905:20241201,Brussels Airport-Zaventem,2807,,13651,,1
269,000020,88____:007::8814001:8819406:7:904:20241208,Brussels Airport-Zaventem,2807,,13652,,1
361,000107,88____:007::8892007:8819406:8:904:20241124,Brussels Airport-Zaventem,2807,,13653,,1
359,000008,88____:007::8891009:8819406:17:904:20241020,Brussels Airport-Zaventem,2807,,13654,,1
360,000128,88____:007::8891660:8819406:21:958:20241213,Brussels Airport-Zaventem,2808,,13655,,1
360,000171,88____:007::8891660:8819406:21:1004:20241214,Brussels Airport-Zaventem,2808,,13656,,1
360,000005,88____:007::8891660:8819406:21:1005:20241201,Brussels Airport-Zaventem,2808,,13657,,1
269,000020,88____:007::8814001:8819406:7:1004:20241208,Brussels Airport-Zaventem,2808,,13658,,1
361,000107,88____:007::8892007:8819406:8:1004:20241124,Brussels Airport-Zaventem,2808,,13659,,1
359,000008,88____:007::8891009:8819406:17:1004:20241020,Brussels Airport-Zaventem,2808,,13660,,1
360,000262,88____:007::8891660:8819406:21:1058:20241213,Brussels Airport-Zaventem,2809,,13661,,1
360,000171,88____:007::8891660:8819406:21:1104:20241214,Brussels Airport-Zaventem,2809,,13662,,1
360,000005,88____:007::8891660:8819406:21:1105:20241201,Brussels Airport-Zaventem,2809,,13663,,1
269,000020,88____:007::8814001:8819406:7:1104:20241208,Brussels Airport-Zaventem,2809,,13664,,1
361,000107,88____:007::8892007:8819406:8:1104:20241124,Brussels Airport-Zaventem,2809,,13665,,1
359,000008,88____:007::8891009:8819406:17:1104:20241020,Brussels Airport-Zaventem,2809,,13666,,1
360,000263,88____:007::8891660:8819406:21:1058:20241204,Brussels Airport-Zaventem,2809,,13667,,1
359,000134,88____:007::8891009:8819406:17:1158:20241213,Brussels Airport-Zaventem,2810,,13668,,1
360,000171,88____:007::8891660:8819406:21:1204:20241214,Brussels Airport-Zaventem,2810,,13669,,1
360,000005,88____:007::8891660:8819406:21:1205:20241201,Brussels Airport-Zaventem,2810,,13670,,1
269,000020,88____:007::8814001:8819406:7:1204:20241208,Brussels Airport-Zaventem,2810,,13671,,1
361,000107,88____:007::8892007:8819406:8:1204:20241124,Brussels Airport-Zaventem,2810,,13672,,1
359,000008,88____:007::8891009:8819406:17:1204:20241020,Brussels Airport-Zaventem,2810,,13673,,1
321,000013,88____:007::8891702:8819406:18:1158:20241031,Brussels Airport-Zaventem,2810,,13674,,1
359,000134,88____:007::8891009:8819406:17:1258:20241213,Brussels Airport-Zaventem,2811,,13675,,1
360,000171,88____:007::8891660:8819406:21:1304:20241214,Brussels Airport-Zaventem,2811,,13676,,1
360,000005,88____:007::8891660:8819406:21:1305:20241201,Brussels Airport-Zaventem,2811,,13677,,1
269,000020,88____:007::8814001:8819406:7:1304:20241208,Brussels Airport-Zaventem,2811,,13678,,1
361,000107,88____:007::8892007:8819406:8:1304:20241124,Brussels Airport-Zaventem,2811,,13679,,1
359,000008,88____:007::8891009:8819406:17:1304:20241020,Brussels Airport-Zaventem,2811,,13680,,1
321,000013,88____:007::8891702:8819406:18:1258:20241031,Brussels Airport-Zaventem,2811,,13681,,1
360,000262,88____:007::8891660:8819406:21:1358:20241213,Brussels Airport-Zaventem,2812,,13682,,1
360,000171,88____:007::8891660:8819406:21:1404:20241214,Brussels Airport-Zaventem,2812,,13683,,1
360,000005,88____:007::8891660:8819406:21:1405:20241201,Brussels Airport-Zaventem,2812,,13684,,1
269,000020,88____:007::8814001:8819406:7:1404:20241208,Brussels Airport-Zaventem,2812,,13685,,1
361,000107,88____:007::8892007:8819406:8:1404:20241124,Brussels Airport-Zaventem,2812,,13686,,1
359,000008,88____:007::8891009:8819406:17:1404:20241020,Brussels Airport-Zaventem,2812,,13687,,1
360,000263,88____:007::8891660:8819406:21:1358:20241204,Brussels Airport-Zaventem,2812,,13688,,1
360,000171,88____:007::8891660:8819406:21:1504:20241214,Brussels Airport-Zaventem,2813,,13689,,1
360,000262,88____:007::8891660:8819406:21:1458:20241213,Brussels Airport-Zaventem,2813,,13690,,1
360,000005,88____:007::8891660:8819406:21:1505:20241201,Brussels Airport-Zaventem,2813,,13691,,1
269,000020,88____:007::8814001:8819406:7:1504:20241208,Brussels Airport-Zaventem,2813,,13692,,1
361,000107,88____:007::8892007:8819406:8:1504:20241124,Brussels Airport-Zaventem,2813,,13693,,1
359,000008,88____:007::8891009:8819406:17:1504:20241020,Brussels Airport-Zaventem,2813,,13694,,1
360,000263,88____:007::8891660:8819406:21:1458:20241204,Brussels Airport-Zaventem,2813,,13695,,1
360,000171,88____:007::8891660:8819406:21:1604:20241214,Brussels Airport-Zaventem,2814,,13696,,1
360,000436,88____:007::8891660:8819406:21:1558:20241213,Brussels Airport-Zaventem,2814,,13697,,1
360,000005,88____:007::8891660:8819406:21:1605:20241201,Brussels Airport-Zaventem,2814,,13698,,1
269,000020,88____:007::8814001:8819406:7:1604:20241208,Brussels Airport-Zaventem,2814,,13699,,1
361,000107,88____:007::8892007:8819406:8:1604:20241124,Brussels Airport-Zaventem,2814,,13700,,1
359,000008,88____:007::8891009:8819406:17:1604:20241020,Brussels Airport-Zaventem,2814,,13701,,1
360,000263,88____:007::8891660:8819406:21:1558:20241204,Brussels Airport-Zaventem,2814,,13702,,1
360,000013,88____:007::8891660:8819406:21:1558:20241031,Brussels Airport-Zaventem,2814,,13703,,1
359,000134,88____:007::8891009:8819406:17:1658:20241213,Brussels Airport-Zaventem,2815,,13704,,1
360,000171,88____:007::8891660:8819406:21:1704:20241214,Brussels Airport-Zaventem,2815,,13705,,1
360,000005,88____:007::8891660:8819406:21:1705:20241201,Brussels Airport-Zaventem,2815,,13706,,1
269,000020,88____:007::8814001:8819406:7:1704:20241208,Brussels Airport-Zaventem,2815,,13707,,1
361,000107,88____:007::8892007:8819406:8:1704:20241124,Brussels Airport-Zaventem,2815,,13708,,1
359,000008,88____:007::8891009:8819406:17:1704:20241020,Brussels Airport-Zaventem,2815,,13709,,1
321,000013,88____:007::8891702:8819406:18:1658:20241031,Brussels Airport-Zaventem,2815,,13710,,1
360,000128,88____:007::8891660:8819406:21:1758:20241213,Brussels Airport-Zaventem,2816,,13711,,1
360,000171,88____:007::8891660:8819406:21:1804:20241214,Brussels Airport-Zaventem,2816,,13712,,1
360,000005,88____:007::8891660:8819406:21:1805:20241201,Brussels Airport-Zaventem,2816,,13713,,1
269,000020,88____:007::8814001:8819406:7:1804:20241208,Brussels Airport-Zaventem,2816,,13714,,1
361,000107,88____:007::8892007:8819406:8:1804:20241124,Brussels Airport-Zaventem,2816,,13715,,1
359,000008,88____:007::8891009:8819406:17:1804:20241020,Brussels Airport-Zaventem,2816,,13716,,1
360,000128,88____:007::8891660:8819406:21:1858:20241213,Brussels Airport-Zaventem,2817,,13717,,1
360,000171,88____:007::8891660:8819406:21:1904:20241214,Brussels Airport-Zaventem,2817,,13718,,1
360,000005,88____:007::8891660:8819406:21:1905:20241201,Brussels Airport-Zaventem,2817,,13719,,1
269,000020,88____:007::8814001:8819406:7:1904:20241208,Brussels Airport-Zaventem,2817,,13720,,1
361,000107,88____:007::8892007:8819406:8:1904:20241124,Brussels Airport-Zaventem,2817,,13721,,1
359,000008,88____:007::8891009:8819406:17:1904:20241020,Brussels Airport-Zaventem,2817,,13722,,1
360,000171,88____:007::8891660:8819406:21:2004:20241214,Brussels Airport-Zaventem,2818,,13723,,1
360,000128,88____:007::8891660:8819406:21:1958:20241213,Brussels Airport-Zaventem,2818,,13724,,1
360,000005,88____:007::8891660:8819406:21:2005:20241201,Brussels Airport-Zaventem,2818,,13725,,1
269,000020,88____:007::8814001:8819406:7:2004:20241208,Brussels Airport-Zaventem,2818,,13726,,1
361,000107,88____:007::8892007:8819406:8:2004:20241124,Brussels Airport-Zaventem,2818,,13727,,1
359,000008,88____:007::8891009:8819406:17:2004:20241020,Brussels Airport-Zaventem,2818,,13728,,1
360,000171,88____:007::8891660:8819406:21:2104:20241214,Brussels Airport-Zaventem,2819,,13729,,1
360,000005,88____:007::8891660:8819406:21:2105:20241201,Brussels Airport-Zaventem,2819,,13730,,1
269,000020,88____:007::8814001:8819406:7:2104:20241208,Brussels Airport-Zaventem,2819,,13731,,1
361,000107,88____:007::8892007:8819406:8:2104:20241124,Brussels Airport-Zaventem,2819,,13732,,1
359,000008,88____:007::8891009:8819406:17:2104:20241020,Brussels Airport-Zaventem,2819,,13733,,1
360,000128,88____:007::8891660:8819406:21:2058:20241213,Brussels Airport-Zaventem,2819,,13734,,1
360,000171,88____:007::8891660:8819406:21:2204:20241214,Brussels Airport-Zaventem,2820,,13735,,1
360,000128,88____:007::8891660:8819406:21:2158:20241213,Brussels Airport-Zaventem,2820,,13736,,1
360,000005,88____:007::8891660:8819406:21:2205:20241201,Brussels Airport-Zaventem,2820,,13737,,1
269,000020,88____:007::8814001:8819406:7:2204:20241208,Brussels Airport-Zaventem,2820,,13738,,1
361,000107,88____:007::8892007:8819406:8:2204:20241124,Brussels Airport-Zaventem,2820,,13739,,1
359,000008,88____:007::8891009:8819406:17:2204:20241020,Brussels Airport-Zaventem,2820,,13740,,1
149,000437,88____:007::8891660:8891009:5:2142:20241214,Bruges,2821,,13741,,1
149,000128,88____:007::8891660:8891009:5:2143:20241213,Bruges,2821,,13742,,1
149,000128,88____:007::8891660:8891009:5:2243:20241213,Bruges,2822,,13743,,1
149,000437,88____:007::8891660:8891009:5:2242:20241214,Bruges,2822,,13744,,1
149,000128,88____:007::8891009:8891660:5:551:20241213,Knokke,2825,,13745,,1
149,000438,88____:007::8891009:8891660:5:651:20241214,Knokke,2826,,13746,,1
149,000439,88____:007::8891009:8891660:5:751:20241214,Knokke,2827,,13747,,1
360,000128,88____:007::8819406:8891660:21:751:20241213,Knokke,2827,,13748,,1
361,000107,88____:007::8819406:8892007:8:754:20241124,Gand-Saint-Pierre,2828,,13749,,1
269,000020,88____:007::8819406:8814001:7:721:20241208,Bruxelles-Midi,2828,,13750,,1
360,000440,88____:007::8819406:8891660:21:851:20241213,Knokke,2828,,13751,,1
360,000441,88____:007::8819406:8891660:21:851:20241214,Knokke,2828,,13752,,1
360,000048,88____:007::8819406:8891660:21:851:20241103,Knokke,2828,,13753,,1
359,000008,88____:007::8819406:8891009:17:826:20241020,Bruges,2828,,13754,,1
360,000442,88____:007::8819406:8891660:21:851:20241108,Knokke,2828,,13755,,1
361,000107,88____:007::8819406:8892007:8:854:20241124,Gand-Saint-Pierre,2829,,13756,,1
269,000020,88____:007::8819406:8814001:7:821:20241208,Bruxelles-Midi,2829,,13757,,1
360,000440,88____:007::8819406:8891660:21:951:20241213,Knokke,2829,,13758,,1
360,000441,88____:007::8819406:8891660:21:951:20241214,Knokke,2829,,13759,,1
360,000048,88____:007::8819406:8891660:21:951:20241103,Knokke,2829,,13760,,1
359,000008,88____:007::8819406:8891009:17:926:20241020,Bruges,2829,,13761,,1
360,000442,88____:007::8819406:8891660:21:951:20241108,Knokke,2829,,13762,,1
361,000030,88____:007::8819406:8892007:8:954:20241124,Gand-Saint-Pierre,2830,,13763,,1
269,000020,88____:007::8819406:8814001:7:921:20241208,Bruxelles-Midi,2830,,13764,,1
360,000440,88____:007::8819406:8891660:21:1051:20241213,Knokke,2830,,13765,,1
360,000441,88____:007::8819406:8891660:21:1051:20241214,Knokke,2830,,13766,,1
360,000048,88____:007::8819406:8891660:21:1051:20241103,Knokke,2830,,13767,,1
359,000008,88____:007::8819406:8891009:17:1026:20241020,Bruges,2830,,13768,,1
361,000014,88____:007::8819406:8892007:8:954:20241117,Gand-Saint-Pierre,2830,,13769,,1
360,000442,88____:007::8819406:8891660:21:1051:20241108,Knokke,2830,,13770,,1
361,000030,88____:007::8819406:8892007:8:1054:20241124,Gand-Saint-Pierre,2831,,13771,,1
269,000020,88____:007::8819406:8814001:7:1021:20241208,Bruxelles-Midi,2831,,13772,,1
360,000440,88____:007::8819406:8891660:21:1151:20241213,Knokke,2831,,13773,,1
360,000441,88____:007::8819406:8891660:21:1151:20241214,Knokke,2831,,13774,,1
360,000048,88____:007::8819406:8891660:21:1151:20241103,Knokke,2831,,13775,,1
359,000008,88____:007::8819406:8891009:17:1126:20241020,Bruges,2831,,13776,,1
360,000442,88____:007::8819406:8891660:21:1151:20241108,Knokke,2831,,13777,,1
361,000014,88____:007::8819406:8892007:8:1054:20241117,Gand-Saint-Pierre,2831,,13778,,1
361,000030,88____:007::8819406:8892007:8:1154:20241124,Gand-Saint-Pierre,2832,,13779,,1
269,000020,88____:007::8819406:8814001:7:1121:20241208,Bruxelles-Midi,2832,,13780,,1
360,000440,88____:007::8819406:8891660:21:1251:20241213,Knokke,2832,,13781,,1
360,000441,88____:007::8819406:8891660:21:1251:20241214,Knokke,2832,,13782,,1
360,000048,88____:007::8819406:8891660:21:1251:20241103,Knokke,2832,,13783,,1
359,000008,88____:007::8819406:8891009:17:1226:20241020,Bruges,2832,,13784,,1
361,000014,88____:007::8819406:8892007:8:1154:20241117,Gand-Saint-Pierre,2832,,13785,,1
360,000442,88____:007::8819406:8891660:21:1251:20241108,Knokke,2832,,13786,,1
269,000020,88____:007::8819406:8814001:7:1221:20241208,Bruxelles-Midi,2833,,13787,,1
361,000030,88____:007::8819406:8892007:8:1254:20241124,Gand-Saint-Pierre,2833,,13788,,1
360,000441,88____:007::8819406:8891660:21:1351:20241214,Knokke,2833,,13789,,1
359,000134,88____:007::8819406:8891009:17:1330:20241213,Bruges,2833,,13790,,1
360,000048,88____:007::8819406:8891660:21:1351:20241103,Knokke,2833,,13791,,1
359,000008,88____:007::8819406:8891009:17:1326:20241020,Bruges,2833,,13792,,1
321,000013,88____:007::8819406:8891702:18:1348:20241031,Ostende,2833,,13793,,1
361,000014,88____:007::8819406:8892007:8:1254:20241117,Gand-Saint-Pierre,2833,,13794,,1
269,000020,88____:007::8819406:8814001:7:1321:20241208,Bruxelles-Midi,2834,,13795,,1
361,000030,88____:007::8819406:8892007:8:1354:20241124,Gand-Saint-Pierre,2834,,13796,,1
360,000440,88____:007::8819406:8891660:21:1451:20241213,Knokke,2834,,13797,,1
360,000441,88____:007::8819406:8891660:21:1451:20241214,Knokke,2834,,13798,,1
360,000048,88____:007::8819406:8891660:21:1451:20241103,Knokke,2834,,13799,,1
359,000008,88____:007::8819406:8891009:17:1426:20241020,Bruges,2834,,13800,,1
361,000014,88____:007::8819406:8892007:8:1354:20241117,Gand-Saint-Pierre,2834,,13801,,1
360,000442,88____:007::8819406:8891660:21:1451:20241108,Knokke,2834,,13802,,1
269,000020,88____:007::8819406:8814001:7:1421:20241208,Bruxelles-Midi,2835,,13803,,1
361,000030,88____:007::8819406:8892007:8:1454:20241124,Gand-Saint-Pierre,2835,,13804,,1
360,000440,88____:007::8819406:8891660:21:1551:20241213,Knokke,2835,,13805,,1
360,000441,88____:007::8819406:8891660:21:1551:20241214,Knokke,2835,,13806,,1
360,000048,88____:007::8819406:8891660:21:1551:20241103,Knokke,2835,,13807,,1
359,000008,88____:007::8819406:8891009:17:1526:20241020,Bruges,2835,,13808,,1
361,000014,88____:007::8819406:8892007:8:1454:20241117,Gand-Saint-Pierre,2835,,13809,,1
360,000442,88____:007::8819406:8891660:21:1551:20241108,Knokke,2835,,13810,,1
269,000020,88____:007::8819406:8814001:7:1521:20241208,Bruxelles-Midi,2836,,13811,,1
361,000030,88____:007::8819406:8892007:8:1554:20241124,Gand-Saint-Pierre,2836,,13812,,1
360,000441,88____:007::8819406:8891660:21:1651:20241214,Knokke,2836,,13813,,1
360,000128,88____:007::8819406:8891660:21:1651:20241213,Knokke,2836,,13814,,1
360,000048,88____:007::8819406:8891660:21:1651:20241103,Knokke,2836,,13815,,1
359,000008,88____:007::8819406:8891009:17:1626:20241020,Bruges,2836,,13816,,1
361,000014,88____:007::8819406:8892007:8:1554:20241117,Gand-Saint-Pierre,2836,,13817,,1
361,000030,88____:007::8819406:8892007:8:1654:20241124,Gand-Saint-Pierre,2837,,13818,,1
269,000020,88____:007::8819406:8814001:7:1621:20241208,Bruxelles-Midi,2837,,13819,,1
360,000128,88____:007::8819406:8891660:21:1751:20241213,Knokke,2837,,13820,,1
360,000441,88____:007::8819406:8891660:21:1751:20241214,Knokke,2837,,13821,,1
360,000048,88____:007::8819406:8891660:21:1751:20241103,Knokke,2837,,13822,,1
359,000008,88____:007::8819406:8891009:17:1726:20241020,Bruges,2837,,13823,,1
361,000014,88____:007::8819406:8892007:8:1654:20241117,Gand-Saint-Pierre,2837,,13824,,1
361,000030,88____:007::8819406:8892007:8:1754:20241124,Gand-Saint-Pierre,2838,,13825,,1
269,000020,88____:007::8819406:8814001:7:1721:20241208,Bruxelles-Midi,2838,,13826,,1
360,000441,88____:007::8819406:8891660:21:1851:20241214,Knokke,2838,,13827,,1
360,000128,88____:007::8819406:8891660:21:1851:20241213,Knokke,2838,,13828,,1
360,000048,88____:007::8819406:8891660:21:1851:20241103,Knokke,2838,,13829,,1
359,000008,88____:007::8819406:8891009:17:1826:20241020,Bruges,2838,,13830,,1
361,000014,88____:007::8819406:8892007:8:1754:20241117,Gand-Saint-Pierre,2838,,13831,,1
361,000030,88____:007::8819406:8892007:8:1854:20241124,Gand-Saint-Pierre,2839,,13832,,1
269,000020,88____:007::8819406:8814001:7:1821:20241208,Bruxelles-Midi,2839,,13833,,1
360,000441,88____:007::8819406:8891660:21:1951:20241214,Knokke,2839,,13834,,1
360,000128,88____:007::8819406:8891660:21:1951:20241213,Knokke,2839,,13835,,1
360,000048,88____:007::8819406:8891660:21:1951:20241103,Knokke,2839,,13836,,1
359,000008,88____:007::8819406:8891009:17:1926:20241020,Bruges,2839,,13837,,1
361,000014,88____:007::8819406:8892007:8:1854:20241117,Gand-Saint-Pierre,2839,,13838,,1
361,000030,88____:007::8819406:8892007:8:1954:20241124,Gand-Saint-Pierre,2840,,13839,,1
269,000020,88____:007::8819406:8814001:7:1921:20241208,Bruxelles-Midi,2840,,13840,,1
360,000128,88____:007::8819406:8891660:21:2051:20241213,Knokke,2840,,13841,,1
360,000441,88____:007::8819406:8891660:21:2051:20241214,Knokke,2840,,13842,,1
360,000048,88____:007::8819406:8891660:21:2051:20241103,Knokke,2840,,13843,,1
359,000008,88____:007::8819406:8891009:17:2026:20241020,Bruges,2840,,13844,,1
361,000014,88____:007::8819406:8892007:8:1954:20241117,Gand-Saint-Pierre,2840,,13845,,1
269,000020,88____:007::8819406:8814001:7:2021:20241208,Bruxelles-Midi,2841,,13846,,1
361,000030,88____:007::8819406:8892007:8:2054:20241124,Gand-Saint-Pierre,2841,,13847,,1
360,000283,88____:007::8819406:8891660:21:2151:20241213,Knokke,2841,,13848,,1
360,000443,88____:007::8819406:8891660:21:2151:20241214,Knokke,2841,,13849,,1
360,000109,88____:007::8819406:8891660:21:2151:20241110,Knokke,2841,,13850,,1
359,000008,88____:007::8819406:8891009:17:2126:20241020,Bruges,2841,,13851,,1
360,000069,88____:007::8819406:8891660:21:2151:20241108,Knokke,2841,,13852,,1
361,000014,88____:007::8819406:8892007:8:2054:20241117,Gand-Saint-Pierre,2841,,13853,,1
361,000030,88____:007::8819406:8892007:8:2154:20241124,Gand-Saint-Pierre,2842,,13854,,1
269,000020,88____:007::8819406:8814001:7:2121:20241208,Bruxelles-Midi,2842,,13855,,1
360,000443,88____:007::8819406:8891660:21:2251:20241214,Knokke,2842,,13856,,1
360,000283,88____:007::8819406:8891660:21:2251:20241213,Knokke,2842,,13857,,1
360,000109,88____:007::8819406:8891660:21:2251:20241110,Knokke,2842,,13858,,1
359,000008,88____:007::8819406:8891009:17:2226:20241020,Bruges,2842,,13859,,1
360,000069,88____:007::8819406:8891660:21:2251:20241108,Knokke,2842,,13860,,1
