route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
136,NMBS/SNCB,BUS,Tongres -- Liers,,700,,,
137,NMBS/SNCB,BUS,Bertrix -- Virton,,700,,,
138,NMBS/SNCB,BUS,Ottignies -- Louvain-la-Neuve,,700,,,
139,NMBS/SNCB,BUS,Rochefort-Jemelle -- Bomal,,700,,,
14,NMBS/SNCB,BUS,Grammont -- Denderleeuw,,700,,,
140,NMBS/SNCB,BUS,Marloie -- Bomal,,700,,,
141,NMBS/SNCB,BUS,Luxembourg (LU) -- Ciney,,700,,,
142,NMBS/SNCB,BUS,Marloie -- Ciney,,700,,,
143,NMBS/SNCB,L,Nivelles -- Luttre,,100,,,
144,NMBS/SNCB,IC,Nivelles -- Charleroi-Central,,103,,,
145,NMBS/SNCB,BUS,Luxembourg (LU) -- Arlon,,700,,,
146,NMBS/SNCB,BUS,Luxembourg (LU) -- Athus,,700,,,
147,NMBS/SNCB,BUS,Rodange (LU) -- Athus,,700,,,
148,NMBS/SNCB,BUS,Lille Flandres (FR) -- Mouscron,,700,,,
149,NMBS/SNCB,IC,Bruges -- Knokke,,103,,,
15,NMBS/SNCB,BUS,Anvers-Central -- Saint-Nicolas,,700,,,
150,NMBS/SNCB,IC,Ostende -- Courtrai,,103,,,
151,NMBS/SNCB,L,Gand-Saint-Pierre -- Courtrai,,100,,,
152,NMBS/SNCB,L,Audenarde -- Denderleeuw,,100,,,
153,NMBS/SNCB,L,Audenarde -- Renaix,,100,,,
154,NMBS/SNCB,IC,Zottegem -- Courtrai,,103,,,
155,NMBS/SNCB,IC,Zottegem -- Denderleeuw,,103,,,
156,NMBS/SNCB,L,Schellebelle -- Courtrai,,100,,,
157,NMBS/SNCB,L,Zottegem -- Denderleeuw,,100,,,
158,NMBS/SNCB,IC,Ostende -- Zottegem,,103,,,
159,NMBS/SNCB,L,Gand-Dampoort -- Eeklo,,100,,,
16,NMBS/SNCB,BUS,Bruges -- Lichtervelde,,700,,,
160,NMBS/SNCB,IC,Gand-Saint-Pierre -- Saint-Nicolas,,103,,,
161,NMBS/SNCB,IC,Audenarde -- Courtrai,,103,,,
162,NMBS/SNCB,IC,Ostende -- Audenarde,,103,,,
163,NMBS/SNCB,IC,Ostende -- Roulers,,103,,,
164,NMBS/SNCB,IC,Menin -- Poperinge,,103,,,
165,NMBS/SNCB,IC,Bruges -- Ostende,,103,,,
166,NMBS/SNCB,IC,Gand-Saint-Pierre -- Alost,,103,,,
167,NMBS/SNCB,IC,Hasselt -- Landen,,103,,,
168,NMBS/SNCB,IC,Anvers-Central -- Lierre,,103,,,
